ID	label	region	name	name_full	hemi
1037	cortex_lh_caudal_OFC	cortex	caudal_OFC	caudal_orbital_frontal_cortex	lh
1051	cortex_lh_area_8A	cortex	area_8A	periarcuate_area_8A_(Frontal_Eye_Fields)	lh
1054	cortex_lh_dlPFC	cortex	dlPFC	dorsolateral_prefrontal_cortex	lh
1064	cortex_lh_vlPFC	cortex	vlPFC	ventrolateral_prefrontal_cortex	lh
1078	cortex_lh_M1/PM	cortex	M1/PM	lateral_motor_cortex	lh
1087	cortex_lh_SMA/preSMA	cortex	SMA/preSMA	medial_supplementary_motor_areas	lh
1092	cortex_lh_SI	cortex	SI	primary_somatosensory_cortex	lh
1095	cortex_lh_SII	cortex	SII	secondary_somatosensory_cortex	lh
1097	cortex_lh_V6/V6A	cortex	V6/V6A	visual_areas_V6_and_V6A	lh
1102	cortex_lh_area_5	cortex	area_5	area_5	lh
1107	cortex_lh_vm_IPS	cortex	vm_IPS	ventromedial_intraparietal_sulcus	lh
1113	cortex_lh_lat_IPS	cortex	lat_IPS	lateral_intraparietal_sulcus	lh
1119	cortex_lh_MST	cortex	MST	medial_superior_temporal_area	lh
1120	cortex_lh_area_7_in_IPL	cortex	area_7_in_IPL	area_7_in_the_inferior_parietal_lobule	lh
1126	cortex_lh_area_7m	cortex	area_7m	area_7_(PGm)_on_the_medial_wall	lh
1127	cortex_lh_PCgG	cortex	PCgG	posterior_cingulate_gyrus	lh
1140	cortex_lh_HC	cortex	HC	hippocampus	lh
1148	cortex_lh_paraHipp	cortex	paraHipp	parahippocampal_cortex	lh
1153	cortex_lh_Rh	cortex	Rh	rhinal_cortex	lh
1165	cortex_lh_TG	cortex	TG	temporal_pole	lh
1176	cortex_lh_TEO	cortex	TEO	area_TEO	lh
1177	cortex_lh_TE	cortex	TE	area_TE	lh
1188	cortex_lh_STSf	cortex	STSf	fundus_of_the_superior_temporal_sulcus	lh
1194	cortex_lh_STGr/STSd	cortex	STGr/STSd	rostral_superior_temporal_region	lh
1199	cortex_lh_STGc	cortex	STGc	caudal_superior_temporal_gyrus	lh
1205	cortex_lh_belt	cortex	belt	belt_areas_of_auditory_cortex	lh
1218	cortex_lh_RTp	cortex	RTp	polar_rostrotemporal_cortex	lh
1219	cortex_lh_core	cortex	core	core_areas_of_auditory_cortex	lh
1224	cortex_lh_floor_of_ls	cortex	floor_of_ls	floor_of_the_lateral_sulcus	lh
1232	cortex_lh_MT	cortex	MT	middle_temporal_area	lh
1234	cortex_lh_V4	cortex	V4	visual_area_4	lh
1237	cortex_lh_V2-V3	cortex	V2-V3	preoccipital_visual_areas_2-3	lh
1246	cortex_lh_V1	cortex	V1	primary_visual_cortex	lh
503	subcortex_rh_LPal	subcortex	LPal	lateral_pallium	rh
505	subcortex_rh_VPal	subcortex	VPal	ventral_pallium	rh
511	subcortex_rh_HF	subcortex	HF	hippocampal_formation	rh
515	subcortex_rh_f	subcortex	f	fornix	rh
517	subcortex_rh_pAmy	subcortex	pAmy	pallial_amygdala	rh
532	subcortex_rh_spAmy	subcortex	spAmy	subpallial_amygdala	rh
543	subcortex_rh_Str	subcortex	Str	striatum	rh
554	subcortex_rh_Pd	subcortex	Pd	pallidum	rh
561	subcortex_rh_DSP	subcortex	DSP	diagonal_subpallium	rh
569	subcortex_rh_POC	subcortex	POC	preoptic_complex	rh
576	subcortex_rh_THy	subcortex	THy	tuberal_hypothalamus	rh
592	subcortex_rh_PHy	subcortex	PHy	posterior_hypothalamus	rh
600	subcortex_rh_Pit	subcortex	Pit	pituitary	rh
604	subcortex_rh_ZI-H	subcortex	ZI-H	zona_incerta_and_lenticular_fascicles	rh
606	subcortex_rh_Rt	subcortex	Rt	reticular_thalamus	rh
607	subcortex_rh_MThal	subcortex	MThal	medial_thalamus	rh
620	subcortex_rh_MLThal	subcortex	MLThal	midline_thalamus	rh
628	subcortex_rh_VThal	subcortex	VThal	ventral_thalamus	rh
641	subcortex_rh_PThal	subcortex	PThal	posterior_thalamus	rh
650	subcortex_rh_GThal	subcortex	GThal	geniculate_thalamus	rh
653	subcortex_rh_EpiThal	subcortex	EpiThal	epithalamus	rh
656	subcortex_rh_PrT	subcortex	PrT	pretectum	rh
664	subcortex_rh_DMid	subcortex	DMid	dorsal_midbrain	rh
673	subcortex_rh_LMid	subcortex	LMid	lateral_midbrain	rh
685	subcortex_rh_MMid	subcortex	MMid	medial_midbrain	rh
693	subcortex_rh_VMid	subcortex	VMid	ventral_midbrain	rh
706	subcortex_rh_DPons	subcortex	DPons	dorsal_pons	rh
719	subcortex_rh_LPons	subcortex	LPons	lateral_pons	rh
724	subcortex_rh_VPons	subcortex	VPons	ventral_pons	rh
742	subcortex_rh_wmCB	subcortex	wmCB	cerebellar_white_matter	rh
745	subcortex_rh_DCb	subcortex	DCb	deep_cerebellar_nuclei	rh
751	subcortex_rh_CbCx	subcortex	CbCx	cerebellar_cortex	rh
781	subcortex_rh_DMed	subcortex	DMed	dorsal_medulla	rh
799	subcortex_rh_IMed	subcortex	IMed	intermediate_medulla	rh
811	subcortex_rh_VMed	subcortex	VMed	ventral_medulla	rh
1503	subcortex_lh_LPal	subcortex	LPal	lateral_pallium	lh
1505	subcortex_lh_VPal	subcortex	VPal	ventral_pallium	lh
1511	subcortex_lh_HF	subcortex	HF	hippocampal_formation	lh
1515	subcortex_lh_f	subcortex	f	fornix	lh
1517	subcortex_lh_pAmy	subcortex	pAmy	pallial_amygdala	lh
1532	subcortex_lh_spAmy	subcortex	spAmy	subpallial_amygdala	lh
1543	subcortex_lh_Str	subcortex	Str	striatum	lh
1554	subcortex_lh_Pd	subcortex	Pd	pallidum	lh
1561	subcortex_lh_DSP	subcortex	DSP	diagonal_subpallium	lh
1569	subcortex_lh_POC	subcortex	POC	preoptic_complex	lh
1576	subcortex_lh_THy	subcortex	THy	tuberal_hypothalamus	lh
1592	subcortex_lh_PHy	subcortex	PHy	posterior_hypothalamus	lh
1600	subcortex_lh_Pit	subcortex	Pit	pituitary	lh
1604	subcortex_lh_ZI-H	subcortex	ZI-H	zona_incerta_and_lenticular_fascicles	lh
1606	subcortex_lh_Rt	subcortex	Rt	reticular_thalamus	lh
1607	subcortex_lh_MThal	subcortex	MThal	medial_thalamus	lh
1620	subcortex_lh_MLThal	subcortex	MLThal	midline_thalamus	lh
1628	subcortex_lh_VThal	subcortex	VThal	ventral_thalamus	lh
1641	subcortex_lh_PThal	subcortex	PThal	posterior_thalamus	lh
1650	subcortex_lh_GThal	subcortex	GThal	geniculate_thalamus	lh
1653	subcortex_lh_EpiThal	subcortex	EpiThal	epithalamus	lh
1656	subcortex_lh_PrT	subcortex	PrT	pretectum	lh
1664	subcortex_lh_DMid	subcortex	DMid	dorsal_midbrain	lh
1673	subcortex_lh_LMid	subcortex	LMid	lateral_midbrain	lh
1685	subcortex_lh_MMid	subcortex	MMid	medial_midbrain	lh
1693	subcortex_lh_VMid	subcortex	VMid	ventral_midbrain	lh
1706	subcortex_lh_DPons	subcortex	DPons	dorsal_pons	lh
1719	subcortex_lh_LPons	subcortex	LPons	lateral_pons	lh
1724	subcortex_lh_VPons	subcortex	VPons	ventral_pons	lh
1742	subcortex_lh_wmCB	subcortex	wmCB	cerebellar_white_matter	lh
1745	subcortex_lh_DCb	subcortex	DCb	deep_cerebellar_nuclei	lh
1751	subcortex_lh_CbCx	subcortex	CbCx	cerebellar_cortex	lh
1781	subcortex_lh_DMed	subcortex	DMed	dorsal_medulla	lh
1799	subcortex_lh_IMed	subcortex	IMed	intermediate_medulla	lh
1811	subcortex_lh_VMed	subcortex	VMed	ventral_medulla	lh
-1	WM_rh_ctxWM	WM	ctxWM	cerebral_white_matter	rh
-1001	WM_lh_ctxWM	WM	ctxWM	cerebral_white_matter	lh
-501	WM_rh_cbWM	WM	cbWM	cerebellum_white_matter	rh
-1501	WM_lh_cbWM	WM	cbWM	cerebellum_white_matter	lh
-2	CSF_rh_CSF	CSF	CSF	CSF	rh
-1002	CSF_lh_CSF	CSF	CSF	CSF	lh
