ID	label	region	name	name_full	hemi
649	subcortex_rh_bsc	subcortex	bsc	brachium_superior_colliculus	rh
651	subcortex_rh_DLG	subcortex	DLG	dorsal_lateral_geniculate	rh
652	subcortex_rh_MG	subcortex	MG	medial_geniculate	rh
654	subcortex_rh_Pi	subcortex	Pi	pineal_gland	rh
655	subcortex_rh_Hb	subcortex	Hb	habenula	rh
658	subcortex_rh_pc	subcortex	pc	posterior_commissure	rh
659	subcortex_rh_PrC	subcortex	PrC	precommissural_nucleus	rh
660	subcortex_rh_PCom_MCPC	subcortex	PCom_MCPC	posterior_commissural_nuclei	rh
661	subcortex_rh_p1Rt	subcortex	p1Rt	p1_mesencephalic_reticulum	rh
666	subcortex_rh_SC	subcortex	SC	superior_colliculus	rh
668	subcortex_rh_ICo	subcortex	ICo	inferior_colliculus	rh
669	subcortex_rh_Sag-RL	subcortex	Sag-RL	saginum_nucleus	rh
671	subcortex_rh_n4	subcortex	n4	fourth_nerve	rh
672	subcortex_rh_PAG	subcortex	PAG	periaqueductal_gray	rh
675	subcortex_rh_PBG	subcortex	PBG	parabigeminal_nucleus	rh
676	subcortex_rh_MiTg	subcortex	MiTg	mircrocellular_tegmentum	rh
677	subcortex_rh_PrCnF	subcortex	PrCnF	precuneiform_nucleus	rh
678	subcortex_rh_CnF	subcortex	CnF	cuneiform_nucleus	rh
679	subcortex_rh_VLTg	subcortex	VLTg	ventrolateral_tegmentum	rh
680	subcortex_rh_PTg	subcortex	PTg	pedunculopontine_nucleus	rh
681	subcortex_rh_ATg	subcortex	ATg	anterior_tegmental_nucleus	rh
683	subcortex_rh_mRt	subcortex	mRt	mesencephalic_reticular_formation	rh
684	subcortex_rh_RIs	subcortex	RIs	retroisthmic_nucleus	rh
687	subcortex_rh_OM	subcortex	OM	occulomotor_nuclei	rh
688	subcortex_rh_mlf	subcortex	mlf	mediolateral_fascicle	rh
690	subcortex_rh_MR	subcortex	MR	medial_Raphe	rh
691	subcortex_rh_DR	subcortex	DR	dorsal_Raphe	rh
692	subcortex_rh_LiR	subcortex	LiR	linear_Raphe	rh
695	subcortex_rh_R	subcortex	R	red_nucleus	rh
696	subcortex_rh_PR-RI	subcortex	PR-RI	prerubral_field	rh
698	subcortex_rh_RF	subcortex	RF	retrorubral_field	rh
699	subcortex_rh_SN	subcortex	SN	substantia_nigra	rh
700	subcortex_rh_VTA	subcortex	VTA	ventral_tegmental_area	rh
701	subcortex_rh_IP	subcortex	IP	interpeduncular_nucleus	rh
702	subcortex_rh_n3	subcortex	n3	occulomotor_nerve	rh
703	subcortex_rh_cp	subcortex	cp	cerebral_peduncle	rh
708	subcortex_rh_LPB	subcortex	LPB	lateral_parabrachial_nucleus	rh
709	subcortex_rh_MPB	subcortex	MPB	medial_parabrachial_nucleus	rh
710	subcortex_rh_scp	subcortex	scp	superior_cerebellar_peduncle	rh
711	subcortex_rh_KF	subcortex	KF	Kolliker-Fuse_nucleus	rh
713	subcortex_rh_LC-Me5	subcortex	LC-Me5	locus-coeruleus_region	rh
714	subcortex_rh_me5	subcortex	me5	mesencephalic_trigeminal_nerve	rh
715	subcortex_rh_CG	subcortex	CG	central_gray_nucleus	rh
717	subcortex_rh_LDTg	subcortex	LDTg	lateral_dorsal_tegmentum	rh
718	subcortex_rh_MDTg	subcortex	MDTg	medial_dorsal_tegmentum	rh
721	subcortex_rh_ll	subcortex	ll	lateral_lemniscus	rh
722	subcortex_rh_DLL	subcortex	DLL	dorsal_lateral_leminscus_nucleus	rh
723	subcortex_rh_ILL-VLL	subcortex	ILL-VLL	intermediate+ventral_lateral_lemniscus_nuclei	rh
726	subcortex_rh_SubC	subcortex	SubC	subceruleus	rh
727	subcortex_rh_RtTg	subcortex	RtTg	reticulotegmentum	rh
728	subcortex_rh_xscp	subcortex	xscp	superior_cerebellar_peduncle_decussation	rh
729	subcortex_rh_PnO	subcortex	PnO	pontine_reticulum_oral	rh
730	subcortex_rh_PnC	subcortex	PnC	pontine_reticulum_caudal	rh
732	subcortex_rh_SO	subcortex	SO	superior_olive	rh
733	subcortex_rh_ml	subcortex	ml	medial_lemniscus	rh
734	subcortex_rh_tz	subcortex	tz	trapezoid_bundle_region	rh
736	subcortex_rh_Pn	subcortex	Pn	pontine_nucleus	rh
738	subcortex_rh_s5	subcortex	s5	sensory_root_of_the_trigeminal_nerve	rh
739	subcortex_rh_tfp	subcortex	tfp	transverse_fibers	rh
740	subcortex_rh_mcp	subcortex	mcp	medial_cerebellar_peduncle	rh
743	subcortex_rh_icp	subcortex	icp	inferior_cerebellar_peduncle	rh
744	subcortex_rh_oc	subcortex	oc	olivocerebellar_tract	rh
746	subcortex_rh_Lat	subcortex	Lat	lateral_cerebellar_nucleus	rh
748	subcortex_rh_IntA	subcortex	IntA	anterior_interposed_cerebellar_nucleus	rh
749	subcortex_rh_IntP	subcortex	IntP	posterior_interposed_cerebellar_nucleus	rh
750	subcortex_rh_Fas	subcortex	Fas	fastigial_cerebellar_nucleus	rh
753	subcortex_rh_Fl	subcortex	Fl	flocculus	rh
754	subcortex_rh_PFl	subcortex	PFl	paraflocculus	rh
757	subcortex_rh_Cb1V	subcortex	Cb1V	cerebellar_lobule_1_vermis	rh
758	subcortex_rh_Cb2V	subcortex	Cb2V	cerebellar_lobule_2_vermis	rh
759	subcortex_rh_Cb3V	subcortex	Cb3V	cerebellar_lobule_3_vermis	rh
760	subcortex_rh_Cb4V	subcortex	Cb4V	cerebellar_lobule_4_vermis	rh
761	subcortex_rh_Cb5V	subcortex	Cb5V	cerebellar_lobule_5_vermis	rh
763	subcortex_rh_Cb6V	subcortex	Cb6V	cerebellar_lobule_6_vermis	rh
764	subcortex_rh_Cb7V	subcortex	Cb7V	cerebellar_lobule_7_vermis	rh
765	subcortex_rh_Cb8V	subcortex	Cb8V	cerebellar_lobule_8_vermis	rh
766	subcortex_rh_Cb9V	subcortex	Cb9V	cerebellar_lobule_9_vermis	rh
767	subcortex_rh_Cb10V	subcortex	Cb10V	cerebellar_lobule_10_vermis	rh
769	subcortex_rh_Cb3I	subcortex	Cb3I	cerebellar_lobule_3_intermediate	rh
770	subcortex_rh_Cb4I	subcortex	Cb4I	cerebellar_lobule_4_intermediate	rh
771	subcortex_rh_Cb5I	subcortex	Cb5I	cerebellar_lobule_5_intermediate	rh
772	subcortex_rh_Cb6I	subcortex	Cb6I	cerebellar_lobule_6_intermediate	rh
773	subcortex_rh_Cop	subcortex	Cop	copula_of_the_pyramis	rh
774	subcortex_rh_Sim	subcortex	Sim	simple_lobule	rh
775	subcortex_rh_PM	subcortex	PM	paramedian_lobule	rh
777	subcortex_rh_Crus1	subcortex	Crus1	ansiform_lobule_crus1	rh
778	subcortex_rh_Crus2	subcortex	Crus2	ansiform_lobule_crus2	rh
783	subcortex_rh_Ve	subcortex	Ve	vestibular_nucleus	rh
784	subcortex_rh_DVC	subcortex	DVC	cochlear_nucleus	rh
785	subcortex_rh_n8	subcortex	n8	vestibulochoclear_nerve	rh
786	subcortex_rh_Pr	subcortex	Pr	prepositus_nucleus	rh
788	subcortex_rh_Nu5	subcortex	Nu5	motor_trigeminal_nucleus	rh
789	subcortex_rh_Pr5	subcortex	Pr5	principal_trigeminal_nucleus	rh
791	subcortex_rh_Sp5O	subcortex	Sp5O	spinal_trigeminal_nucleus_oral	rh
792	subcortex_rh_Sp5I	subcortex	Sp5I	spinal_trigeminal_nucleus_intermediate	rh
793	subcortex_rh_Sp5C	subcortex	Sp5C	spinal_trigeminal_nucleus_caudal	rh
795	subcortex_rh_CuGr	subcortex	CuGr	cuneate_gracile_nuclei	rh
796	subcortex_rh_obex	subcortex	obex	obex	rh
797	subcortex_rh_Sol	subcortex	Sol	solitary_tract_nucleus	rh
798	subcortex_rh_Nu10-12	subcortex	Nu10-12	visceral_motor_nuclei	rh
801	subcortex_rh_Nu6	subcortex	Nu6	abducens_motor_nucleus	rh
802	subcortex_rh_Nu7	subcortex	Nu7	facial_motor_nucleus	rh
804	subcortex_rh_PCIRt	subcortex	PCIRt	parvicellular_and_intermediate_reticular_nuclei	rh
805	subcortex_rh_DPGi	subcortex	DPGi	dorsal_paragigantocellular_reticular_nucleus	rh
806	subcortex_rh_Gi	subcortex	Gi	gigantocellular_reticular_nucleus	rh
807	subcortex_rh_MdRt	subcortex	MdRt	medullar_reticular_nucleus	rh
809	subcortex_rh_RMg	subcortex	RMg	Raphe_magnus_nucleus	rh
810	subcortex_rh_ROb	subcortex	ROb	Raphe_obscurus_nucleus	rh
813	subcortex_rh_IO	subcortex	IO	inferior_olive	rh
814	subcortex_rh_LRt	subcortex	LRt	lateral_reticular_nucleus	rh
816	subcortex_rh_py	subcortex	py	pyramidal_tract	rh
817	subcortex_rh_pyx	subcortex	pyx	pyramidal_tract_decussation	rh
818	subcortex_rh_cst	subcortex	cst	corticospinal_tract	rh
1504	subcortex_lh_Cl	subcortex	Cl	claustrum	lh
1507	subcortex_lh_DEn	subcortex	DEn	dorsal_endopiriform_claustrum	lh
1508	subcortex_lh_VEn	subcortex	VEn	ventral_endopiriform_claustrum	lh
1509	subcortex_lh_Pir	subcortex	Pir	piriform_cortex	lh
1512	subcortex_lh_Hi	subcortex	Hi	hippocampus	lh
1513	subcortex_lh_S	subcortex	S	subicular_complex	lh
1514	subcortex_lh_fi	subcortex	fi	fimbria	lh
1515	subcortex_lh_f	subcortex	f	fornix	lh
1519	subcortex_lh_BM	subcortex	BM	basomedial_amygdaloid_nucleus	lh
1520	subcortex_lh_VCo	subcortex	VCo	ventral_cortical_amygdaloid_nucleus	lh
1521	subcortex_lh_AHi	subcortex	AHi	amygdalohippocampal_area	lh
1524	subcortex_lh_LaD	subcortex	LaD	lateral_dorsal_amygdaloid_nucleus	lh
1525	subcortex_lh_LaV	subcortex	LaV	lateral_ventral_amygdaloid_nucleus	lh
1526	subcortex_lh_APir	subcortex	APir	amygdalopiriform_transition_area	lh
1528	subcortex_lh_BLD	subcortex	BLD	basolateral_dorsal_amygdaloid_nucleus	lh
1529	subcortex_lh_BLI	subcortex	BLI	basolateral_intermediate_amygdaloid_nucleus	lh
1530	subcortex_lh_BLV	subcortex	BLV	basolateral_ventral_amygdaloid_nucleus	lh
1531	subcortex_lh_PaL	subcortex	PaL	paralaminar_amygdaloid_nucleus	lh
1534	subcortex_lh_Ce	subcortex	Ce	central_amygdaloid_nucleus	lh
1536	subcortex_lh_Me	subcortex	Me	medial_amygdaloid_nucleus	lh
1537	subcortex_lh_AA	subcortex	AA	anterior_amygdaloid_area	lh
1539	subcortex_lh_EA	subcortex	EA	extended_amygdala	lh
1540	subcortex_lh_IPAC	subcortex	IPAC	posterior_interstitial_nucleus	lh
1541	subcortex_lh_STIA	subcortex	STIA	intraamygdaloid_stria_terminalis	lh
1546	subcortex_lh_CdH	subcortex	CdH	caudate_head	lh
1547	subcortex_lh_CdT	subcortex	CdT	caudate_tail	lh
1548	subcortex_lh_Pu	subcortex	Pu	putamen	lh
1549	subcortex_lh_ASt	subcortex	ASt	amygdalostriatal_transition	lh
1550	subcortex_lh_ic	subcortex	ic	internal_capsule	lh
1552	subcortex_lh_Acb	subcortex	Acb	accumbens	lh
1553	subcortex_lh_Tu	subcortex	Tu	olfactory_tubercule	lh
1556	subcortex_lh_EGP	subcortex	EGP	external_globus_pallidus	lh
1557	subcortex_lh_IGP	subcortex	IGP	internal_globus_pallidus	lh
1558	subcortex_lh_al	subcortex	al	ansa_lenticularis	lh
1559	subcortex_lh_ac	subcortex	ac	anterior_commissure	lh
1560	subcortex_lh_VP	subcortex	VP	ventral_pallidum	lh
1563	subcortex_lh_PeB	subcortex	PeB	peri-basal_region	lh
1564	subcortex_lh_B	subcortex	B	basal_nucleus	lh
1565	subcortex_lh_ST	subcortex	ST	bed_nucleus_of_the_stria_terminalis	lh
1567	subcortex_lh_SFi	subcortex	SFi	septimbrial_nucleus	lh
1568	subcortex_lh_SDB	subcortex	SDB	septum_diagonal_band	lh
1570	subcortex_lh_opt	subcortex	opt	optic_tract	lh
1572	subcortex_lh_PO	subcortex	PO	preoptic_area	lh
1573	subcortex_lh_LTer-VOLT	subcortex	LTer-VOLT	lamina_terminalis	lh
1578	subcortex_lh_Pa	subcortex	Pa	paraventricular_hypothalamus	lh
1580	subcortex_lh_VMH	subcortex	VMH	ventromedial_hypothalamic_nucleus	lh
1581	subcortex_lh_MEm	subcortex	MEm	medial_emminence	lh
1582	subcortex_lh_Arc	subcortex	Arc	arcuate_nucleus	lh
1584	subcortex_lh_SOpt	subcortex	SOpt	supraoptic_hypothalamus	lh
1585	subcortex_lh_AH	subcortex	AH	anterior_hypothalamic_area	lh
1586	subcortex_lh_DM	subcortex	DM	dorsal_medial_hypothalamic_nucleus	lh
1588	subcortex_lh_LH	subcortex	LH	lateral_hypothalamic_area	lh
1589	subcortex_lh_JPLH	subcortex	JPLH	justaparaventricular_lateral_hypothalamus	lh
1590	subcortex_lh_PLH	subcortex	PLH	peduncular_lateral_hypothalamus	lh
1591	subcortex_lh_STh	subcortex	STh	subthalamic_nucleus	lh
1594	subcortex_lh_PH	subcortex	PH	posterior_hypothalamic_nucleus	lh
1596	subcortex_lh_PeF	subcortex	PeF	prefornical_hypothalamus	lh
1598	subcortex_lh_RM	subcortex	RM	retromammillary_hypothalamus	lh
1599	subcortex_lh_MM	subcortex	MM	mammillary_hypothalamus	lh
1601	subcortex_lh_APit	subcortex	APit	anterior_pituitary	lh
1602	subcortex_lh_PPit	subcortex	PPit	posterior_pituitary	lh
1604	subcortex_lh_ZI-H	subcortex	ZI-H	zona_incerta_and_lenticular_fascicles	lh
1606	subcortex_lh_Rt	subcortex	Rt	reticular_thalamus	lh
1610	subcortex_lh_A	subcortex	A	anterior_thalamus	lh
1611	subcortex_lh_cap	subcortex	cap	capsule_of_the_antherior_thalamus	lh
1613	subcortex_lh_CL-PC	subcortex	CL-PC	centrolateral_and_paracentral_thalamus	lh
1614	subcortex_lh_CMn-PF	subcortex	CMn-PF	centromedial-parafascicular_thalamus	lh
1616	subcortex_lh_SPFPC	subcortex	SPFPC	subparafascicular_nucleus	lh
1617	subcortex_lh_SG	subcortex	SG	supra_geniculate	lh
1618	subcortex_lh_Lim	subcortex	Lim	limitans_thalamus	lh
1619	subcortex_lh_MD	subcortex	MD	mediodorsal_thalamus	lh
1621	subcortex_lh_IMD	subcortex	IMD	intermediodorsal_thalamus	lh
1622	subcortex_lh_PT-PV-sm	subcortex	PT-PV-sm	paratenial-paraventral-thalamus	lh
1623	subcortex_lh_PVP	subcortex	PVP	paraventricular_posterior_thalamus	lh
1624	subcortex_lh_PVA	subcortex	PVA	paraventricular_anterior_thalamus	lh
1625	subcortex_lh_IAM	subcortex	IAM	interanteromedial_thalamus	lh
1626	subcortex_lh_CM	subcortex	CM	central_medial_thalamus	lh
1627	subcortex_lh_Re-Rh-Xi	subcortex	Re-Rh-Xi	Reuniens-rhomboid-xiphoid_thalamus	lh
1630	subcortex_lh_VA	subcortex	VA	ventral_anterior_thalamus	lh
1631	subcortex_lh_VLA	subcortex	VLA	ventral_lateral_anterior_thalamus	lh
1633	subcortex_lh_VLX	subcortex	VLX	ventral_lateral_x_thalamus	lh
1634	subcortex_lh_VLPV	subcortex	VLPV	ventral_lateral_posteroventral_thalamus	lh
1635	subcortex_lh_VLPD	subcortex	VLPD	ventral_lateral_posterodorsal_thalamus	lh
1637	subcortex_lh_VPM-VPL	subcortex	VPM-VPL	ventroposterior_medial_and_lateral_thalamus	lh
1638	subcortex_lh_VMPo-VMB	subcortex	VMPo-VMB	ventromedial_posterior+basal_thalamus	lh
1639	subcortex_lh_VPI	subcortex	VPI	ventroposterior_inferior_thalamus	lh
1640	subcortex_lh_VM	subcortex	VM	ventral_medial_thalamus	lh
1642	subcortex_lh_LP	subcortex	LP	lateral_posterior_thalamus	lh
1643	subcortex_lh_LD	subcortex	LD	lateral_dorsal_thalamus	lh
1645	subcortex_lh_APul	subcortex	APul	anterior_pulvinar	lh
1646	subcortex_lh_MPul	subcortex	MPul	medial_pulvinar	lh
1647	subcortex_lh_LPul	subcortex	LPul	lateral_pulvinar	lh
1648	subcortex_lh_IPul	subcortex	IPul	inferior_pulvinar	lh
1649	subcortex_lh_bsc	subcortex	bsc	brachium_superior_colliculus	lh
1651	subcortex_lh_DLG	subcortex	DLG	dorsal_lateral_geniculate	lh
1652	subcortex_lh_MG	subcortex	MG	medial_geniculate	lh
1654	subcortex_lh_Pi	subcortex	Pi	pineal_gland	lh
1655	subcortex_lh_Hb	subcortex	Hb	habenula	lh
1658	subcortex_lh_pc	subcortex	pc	posterior_commissure	lh
1659	subcortex_lh_PrC	subcortex	PrC	precommissural_nucleus	lh
1660	subcortex_lh_PCom_MCPC	subcortex	PCom_MCPC	posterior_commissural_nuclei	lh
1661	subcortex_lh_p1Rt	subcortex	p1Rt	p1_mesencephalic_reticulum	lh
1666	subcortex_lh_SC	subcortex	SC	superior_colliculus	lh
1668	subcortex_lh_ICo	subcortex	ICo	inferior_colliculus	lh
1669	subcortex_lh_Sag-RL	subcortex	Sag-RL	saginum_nucleus	lh
1671	subcortex_lh_n4	subcortex	n4	fourth_nerve	lh
1672	subcortex_lh_PAG	subcortex	PAG	periaqueductal_gray	lh
1675	subcortex_lh_PBG	subcortex	PBG	parabigeminal_nucleus	lh
1676	subcortex_lh_MiTg	subcortex	MiTg	mircrocellular_tegmentum	lh
1677	subcortex_lh_PrCnF	subcortex	PrCnF	precuneiform_nucleus	lh
1678	subcortex_lh_CnF	subcortex	CnF	cuneiform_nucleus	lh
1679	subcortex_lh_VLTg	subcortex	VLTg	ventrolateral_tegmentum	lh
1680	subcortex_lh_PTg	subcortex	PTg	pedunculopontine_nucleus	lh
1681	subcortex_lh_ATg	subcortex	ATg	anterior_tegmental_nucleus	lh
1683	subcortex_lh_mRt	subcortex	mRt	mesencephalic_reticular_formation	lh
1684	subcortex_lh_RIs	subcortex	RIs	retroisthmic_nucleus	lh
1687	subcortex_lh_OM	subcortex	OM	occulomotor_nuclei	lh
1688	subcortex_lh_mlf	subcortex	mlf	mediolateral_fascicle	lh
1690	subcortex_lh_MR	subcortex	MR	medial_Raphe	lh
1691	subcortex_lh_DR	subcortex	DR	dorsal_Raphe	lh
1692	subcortex_lh_LiR	subcortex	LiR	linear_Raphe	lh
1695	subcortex_lh_R	subcortex	R	red_nucleus	lh
1696	subcortex_lh_PR-RI	subcortex	PR-RI	prerubral_field	lh
1698	subcortex_lh_RF	subcortex	RF	retrorubral_field	lh
1699	subcortex_lh_SN	subcortex	SN	substantia_nigra	lh
1700	subcortex_lh_VTA	subcortex	VTA	ventral_tegmental_area	lh
1701	subcortex_lh_IP	subcortex	IP	interpeduncular_nucleus	lh
1702	subcortex_lh_n3	subcortex	n3	occulomotor_nerve	lh
1703	subcortex_lh_cp	subcortex	cp	cerebral_peduncle	lh
1708	subcortex_lh_LPB	subcortex	LPB	lateral_parabrachial_nucleus	lh
1709	subcortex_lh_MPB	subcortex	MPB	medial_parabrachial_nucleus	lh
1710	subcortex_lh_scp	subcortex	scp	superior_cerebellar_peduncle	lh
1711	subcortex_lh_KF	subcortex	KF	Kolliker-Fuse_nucleus	lh
1713	subcortex_lh_LC-Me5	subcortex	LC-Me5	locus-coeruleus_region	lh
1714	subcortex_lh_me5	subcortex	me5	mesencephalic_trigeminal_nerve	lh
1715	subcortex_lh_CG	subcortex	CG	central_gray_nucleus	lh
1717	subcortex_lh_LDTg	subcortex	LDTg	lateral_dorsal_tegmentum	lh
1718	subcortex_lh_MDTg	subcortex	MDTg	medial_dorsal_tegmentum	lh
1721	subcortex_lh_ll	subcortex	ll	lateral_lemniscus	lh
1722	subcortex_lh_DLL	subcortex	DLL	dorsal_lateral_leminscus_nucleus	lh
1723	subcortex_lh_ILL-VLL	subcortex	ILL-VLL	intermediate+ventral_lateral_lemniscus_nuclei	lh
1726	subcortex_lh_SubC	subcortex	SubC	subceruleus	lh
1727	subcortex_lh_RtTg	subcortex	RtTg	reticulotegmentum	lh
1728	subcortex_lh_xscp	subcortex	xscp	superior_cerebellar_peduncle_decussation	lh
1729	subcortex_lh_PnO	subcortex	PnO	pontine_reticulum_oral	lh
1730	subcortex_lh_PnC	subcortex	PnC	pontine_reticulum_caudal	lh
1732	subcortex_lh_SO	subcortex	SO	superior_olive	lh
1733	subcortex_lh_ml	subcortex	ml	medial_lemniscus	lh
1734	subcortex_lh_tz	subcortex	tz	trapezoid_bundle_region	lh
1736	subcortex_lh_Pn	subcortex	Pn	pontine_nucleus	lh
1738	subcortex_lh_s5	subcortex	s5	sensory_root_of_the_trigeminal_nerve	lh
1739	subcortex_lh_tfp	subcortex	tfp	transverse_fibers	lh
1740	subcortex_lh_mcp	subcortex	mcp	medial_cerebellar_peduncle	lh
1743	subcortex_lh_icp	subcortex	icp	inferior_cerebellar_peduncle	lh
1744	subcortex_lh_oc	subcortex	oc	olivocerebellar_tract	lh
1746	subcortex_lh_Lat	subcortex	Lat	lateral_cerebellar_nucleus	lh
1748	subcortex_lh_IntA	subcortex	IntA	anterior_interposed_cerebellar_nucleus	lh
1749	subcortex_lh_IntP	subcortex	IntP	posterior_interposed_cerebellar_nucleus	lh
1750	subcortex_lh_Fas	subcortex	Fas	fastigial_cerebellar_nucleus	lh
1753	subcortex_lh_Fl	subcortex	Fl	flocculus	lh
1754	subcortex_lh_PFl	subcortex	PFl	paraflocculus	lh
1757	subcortex_lh_Cb1V	subcortex	Cb1V	cerebellar_lobule_1_vermis	lh
1758	subcortex_lh_Cb2V	subcortex	Cb2V	cerebellar_lobule_2_vermis	lh
1759	subcortex_lh_Cb3V	subcortex	Cb3V	cerebellar_lobule_3_vermis	lh
1760	subcortex_lh_Cb4V	subcortex	Cb4V	cerebellar_lobule_4_vermis	lh
1761	subcortex_lh_Cb5V	subcortex	Cb5V	cerebellar_lobule_5_vermis	lh
1763	subcortex_lh_Cb6V	subcortex	Cb6V	cerebellar_lobule_6_vermis	lh
1764	subcortex_lh_Cb7V	subcortex	Cb7V	cerebellar_lobule_7_vermis	lh
1765	subcortex_lh_Cb8V	subcortex	Cb8V	cerebellar_lobule_8_vermis	lh
1766	subcortex_lh_Cb9V	subcortex	Cb9V	cerebellar_lobule_9_vermis	lh
1767	subcortex_lh_Cb10V	subcortex	Cb10V	cerebellar_lobule_10_vermis	lh
1769	subcortex_lh_Cb3I	subcortex	Cb3I	cerebellar_lobule_3_intermediate	lh
1770	subcortex_lh_Cb4I	subcortex	Cb4I	cerebellar_lobule_4_intermediate	lh
1771	subcortex_lh_Cb5I	subcortex	Cb5I	cerebellar_lobule_5_intermediate	lh
1772	subcortex_lh_Cb6I	subcortex	Cb6I	cerebellar_lobule_6_intermediate	lh
1773	subcortex_lh_Cop	subcortex	Cop	copula_of_the_pyramis	lh
1774	subcortex_lh_Sim	subcortex	Sim	simple_lobule	lh
1775	subcortex_lh_PM	subcortex	PM	paramedian_lobule	lh
1777	subcortex_lh_Crus1	subcortex	Crus1	ansiform_lobule_crus1	lh
1778	subcortex_lh_Crus2	subcortex	Crus2	ansiform_lobule_crus2	lh
1783	subcortex_lh_Ve	subcortex	Ve	vestibular_nucleus	lh
1784	subcortex_lh_DVC	subcortex	DVC	cochlear_nucleus	lh
1785	subcortex_lh_n8	subcortex	n8	vestibulochoclear_nerve	lh
1786	subcortex_lh_Pr	subcortex	Pr	prepositus_nucleus	lh
1788	subcortex_lh_Nu5	subcortex	Nu5	motor_trigeminal_nucleus	lh
1789	subcortex_lh_Pr5	subcortex	Pr5	principal_trigeminal_nucleus	lh
1791	subcortex_lh_Sp5O	subcortex	Sp5O	spinal_trigeminal_nucleus_oral	lh
1792	subcortex_lh_Sp5I	subcortex	Sp5I	spinal_trigeminal_nucleus_intermediate	lh
1793	subcortex_lh_Sp5C	subcortex	Sp5C	spinal_trigeminal_nucleus_caudal	lh
1795	subcortex_lh_CuGr	subcortex	CuGr	cuneate_gracile_nuclei	lh
1796	subcortex_lh_obex	subcortex	obex	obex	lh
1797	subcortex_lh_Sol	subcortex	Sol	solitary_tract_nucleus	lh
1798	subcortex_lh_Nu10-12	subcortex	Nu10-12	visceral_motor_nuclei	lh
1801	subcortex_lh_Nu6	subcortex	Nu6	abducens_motor_nucleus	lh
1802	subcortex_lh_Nu7	subcortex	Nu7	facial_motor_nucleus	lh
1804	subcortex_lh_PCIRt	subcortex	PCIRt	parvicellular_and_intermediate_reticular_nuclei	lh
1805	subcortex_lh_DPGi	subcortex	DPGi	dorsal_paragigantocellular_reticular_nucleus	lh
1806	subcortex_lh_Gi	subcortex	Gi	gigantocellular_reticular_nucleus	lh
1807	subcortex_lh_MdRt	subcortex	MdRt	medullar_reticular_nucleus	lh
1809	subcortex_lh_RMg	subcortex	RMg	Raphe_magnus_nucleus	lh
1810	subcortex_lh_ROb	subcortex	ROb	Raphe_obscurus_nucleus	lh
1813	subcortex_lh_IO	subcortex	IO	inferior_olive	lh
1814	subcortex_lh_LRt	subcortex	LRt	lateral_reticular_nucleus	lh
1816	subcortex_lh_py	subcortex	py	pyramidal_tract	lh
1817	subcortex_lh_pyx	subcortex	pyx	pyramidal_tract_decussation	lh
1818	subcortex_lh_cst	subcortex	cst	corticospinal_tract	lh
-1	WM_rh_ctxWM	WM	ctxWM	cerebral_white_matter	rh
-1001	WM_lh_ctxWM	WM	ctxWM	cerebral_white_matter	lh
-501	WM_rh_cbWM	WM	cbWM	cerebellum_white_matter	rh
-1501	WM_lh_cbWM	WM	cbWM	cerebellum_white_matter	lh
-2	CSF_rh_CSF	CSF	CSF	CSF	rh
-1002	CSF_lh_CSF	CSF	CSF	CSF	lh
