ID	label	region	name	name_full	hemi
1596	subcortex_lh_PeF	subcortex	PeF	prefornical_hypothalamus	lh
1597	subcortex_lh_MM/RM	subcortex	MM/RM	mammillary/retromammillary_hypothalamus	lh
1601	subcortex_lh_APit	subcortex	APit	anterior_pituitary	lh
1602	subcortex_lh_PPit	subcortex	PPit	posterior_pituitary	lh
1604	subcortex_lh_ZI-H	subcortex	ZI-H	zona_incerta_and_lenticular_fascicles	lh
1606	subcortex_lh_Rt	subcortex	Rt	reticular_thalamus	lh
1609	subcortex_lh_AR	subcortex	AR	anterior_thalamus_region	lh
1613	subcortex_lh_CL-PC	subcortex	CL-PC	centrolateral_and_paracentral_thalamus	lh
1614	subcortex_lh_CMn-PF	subcortex	CMn-PF	centromedial-parafascicular_thalamus	lh
1615	subcortex_lh_SPFC	subcortex	SPFC	suprafascicular_nucleus	lh
1617	subcortex_lh_SG	subcortex	SG	supra_geniculate	lh
1618	subcortex_lh_Lim	subcortex	Lim	limitans_thalamus	lh
1619	subcortex_lh_MD	subcortex	MD	mediodorsal_thalamus	lh
1621	subcortex_lh_IMD	subcortex	IMD	intermediodorsal_thalamus	lh
1622	subcortex_lh_PT-PV-sm	subcortex	PT-PV-sm	paratenial-paraventral-thalamus	lh
1623	subcortex_lh_PVP	subcortex	PVP	paraventricular_posterior_thalamus	lh
1624	subcortex_lh_PVA	subcortex	PVA	paraventricular_anterior_thalamus	lh
1625	subcortex_lh_IAM	subcortex	IAM	interanteromedial_thalamus	lh
1626	subcortex_lh_CM	subcortex	CM	central_medial_thalamus	lh
1627	subcortex_lh_Re-Rh-Xi	subcortex	Re-Rh-Xi	Reuniens-rhomboid-xiphoid_thalamus	lh
1630	subcortex_lh_VA	subcortex	VA	ventral_anterior_thalamus	lh
1631	subcortex_lh_VLA	subcortex	VLA	ventral_lateral_anterior_thalamus	lh
1633	subcortex_lh_VLX	subcortex	VLX	ventral_lateral_x_thalamus	lh
1634	subcortex_lh_VLPV	subcortex	VLPV	ventral_lateral_posteroventral_thalamus	lh
1635	subcortex_lh_VLPD	subcortex	VLPD	ventral_lateral_posterodorsal_thalamus	lh
1637	subcortex_lh_VPM-VPL	subcortex	VPM-VPL	ventroposterior_medial_and_lateral_thalamus	lh
1638	subcortex_lh_VMPo-VMB	subcortex	VMPo-VMB	ventromedial_posterior+basal_thalamus	lh
1639	subcortex_lh_VPI	subcortex	VPI	ventroposterior_inferior_thalamus	lh
1640	subcortex_lh_VM	subcortex	VM	ventral_medial_thalamus	lh
1642	subcortex_lh_LP	subcortex	LP	lateral_posterior_thalamus	lh
1643	subcortex_lh_LD	subcortex	LD	lateral_dorsal_thalamus	lh
1645	subcortex_lh_APul	subcortex	APul	anterior_pulvinar	lh
1646	subcortex_lh_MPul	subcortex	MPul	medial_pulvinar	lh
1647	subcortex_lh_LPul	subcortex	LPul	lateral_pulvinar	lh
1648	subcortex_lh_IPul	subcortex	IPul	inferior_pulvinar	lh
1649	subcortex_lh_bsc	subcortex	bsc	brachium_superior_colliculus	lh
1651	subcortex_lh_DLG	subcortex	DLG	dorsal_lateral_geniculate	lh
1652	subcortex_lh_MG	subcortex	MG	medial_geniculate	lh
1654	subcortex_lh_Pi	subcortex	Pi	pineal_gland	lh
1655	subcortex_lh_Hb	subcortex	Hb	habenula	lh
1657	subcortex_lh_PCR	subcortex	PCR	posterior_commissural_region	lh
1661	subcortex_lh_p1Rt	subcortex	p1Rt	p1_mesencephalic_reticulum	lh
1666	subcortex_lh_SC	subcortex	SC	superior_colliculus	lh
1667	subcortex_lh_ICoC	subcortex	ICoC	inferior_colliculus_complex	lh
1671	subcortex_lh_n4	subcortex	n4	fourth_nerve	lh
1672	subcortex_lh_PAG	subcortex	PAG	periaqueductal_gray	lh
1675	subcortex_lh_PBG	subcortex	PBG	parabigeminal_nucleus	lh
1676	subcortex_lh_MiTg	subcortex	MiTg	mircrocellular_tegmentum	lh
1677	subcortex_lh_PrCnF	subcortex	PrCnF	precuneiform_nucleus	lh
1678	subcortex_lh_CnF	subcortex	CnF	cuneiform_nucleus	lh
1679	subcortex_lh_VLTg	subcortex	VLTg	ventrolateral_tegmentum	lh
1680	subcortex_lh_PTg	subcortex	PTg	pedunculopontine_nucleus	lh
1681	subcortex_lh_ATg	subcortex	ATg	anterior_tegmental_nucleus	lh
1683	subcortex_lh_mRt	subcortex	mRt	mesencephalic_reticular_formation	lh
1684	subcortex_lh_RIs	subcortex	RIs	retroisthmic_nucleus	lh
1687	subcortex_lh_OM	subcortex	OM	occulomotor_nuclei	lh
1688	subcortex_lh_mlf	subcortex	mlf	mediolateral_fascicle	lh
1690	subcortex_lh_MR	subcortex	MR	medial_Raphe	lh
1691	subcortex_lh_DR	subcortex	DR	dorsal_Raphe	lh
1692	subcortex_lh_LiR	subcortex	LiR	linear_Raphe	lh
1694	subcortex_lh_R+	subcortex	R+	rubral_region	lh
1698	subcortex_lh_RF	subcortex	RF	retrorubral_field	lh
1699	subcortex_lh_SN	subcortex	SN	substantia_nigra	lh
1700	subcortex_lh_VTA	subcortex	VTA	ventral_tegmental_area	lh
1701	subcortex_lh_IP	subcortex	IP	interpeduncular_nucleus	lh
1702	subcortex_lh_n3	subcortex	n3	occulomotor_nerve	lh
1703	subcortex_lh_cp	subcortex	cp	cerebral_peduncle	lh
1707	subcortex_lh_PBC	subcortex	PBC	parabrachial_complex	lh
1713	subcortex_lh_LC-Me5	subcortex	LC-Me5	locus-coeruleus_region	lh
1714	subcortex_lh_me5	subcortex	me5	mesencephalic_trigeminal_nerve	lh
1715	subcortex_lh_CG	subcortex	CG	central_gray_nucleus	lh
1717	subcortex_lh_LDTg	subcortex	LDTg	lateral_dorsal_tegmentum	lh
1718	subcortex_lh_MDTg	subcortex	MDTg	medial_dorsal_tegmentum	lh
1721	subcortex_lh_ll	subcortex	ll	lateral_lemniscus	lh
1722	subcortex_lh_DLL	subcortex	DLL	dorsal_lateral_leminscus_nucleus	lh
1723	subcortex_lh_ILL-VLL	subcortex	ILL-VLL	intermediate+ventral_lateral_lemniscus_nuclei	lh
1726	subcortex_lh_SubC	subcortex	SubC	subceruleus	lh
1727	subcortex_lh_RtTg	subcortex	RtTg	reticulotegmentum	lh
1728	subcortex_lh_xscp	subcortex	xscp	superior_cerebellar_peduncle_decussation	lh
1729	subcortex_lh_PnO	subcortex	PnO	pontine_reticulum_oral	lh
1730	subcortex_lh_PnC	subcortex	PnC	pontine_reticulum_caudal	lh
1732	subcortex_lh_SO	subcortex	SO	superior_olive	lh
1733	subcortex_lh_ml	subcortex	ml	medial_lemniscus	lh
1734	subcortex_lh_tz	subcortex	tz	trapezoid_bundle_region	lh
1736	subcortex_lh_Pn	subcortex	Pn	pontine_nucleus	lh
1737	subcortex_lh_spf	subcortex	spf	pontine_fibers	lh
1743	subcortex_lh_icp	subcortex	icp	inferior_cerebellar_peduncle	lh
1744	subcortex_lh_oc	subcortex	oc	olivocerebellar_tract	lh
1746	subcortex_lh_Lat	subcortex	Lat	lateral_cerebellar_nucleus	lh
1747	subcortex_lh_Int	subcortex	Int	interposed_cerebellar_nuclei	lh
1750	subcortex_lh_Fas	subcortex	Fas	fastigial_cerebellar_nucleus	lh
1752	subcortex_lh_Fl-PFl	subcortex	Fl-PFl	floculus_parafloculus	lh
1756	subcortex_lh_AVCbCx	subcortex	AVCbCx	anterior_vermis_cerebellar_cortex	lh
1762	subcortex_lh_PVCbCx	subcortex	PVCbCx	posterior_vermis_cerebellar_cortex	lh
1768	subcortex_lh_ICbCx	subcortex	ICbCx	intermediate_cerebellar_cortex	lh
1776	subcortex_lh_LCbCx	subcortex	LCbCx	lateral_cerebellar_cortex	lh
1783	subcortex_lh_Ve	subcortex	Ve	vestibular_nucleus	lh
1784	subcortex_lh_DVC	subcortex	DVC	cochlear_nucleus	lh
1785	subcortex_lh_n8	subcortex	n8	vestibulochoclear_nerve	lh
1786	subcortex_lh_Pr	subcortex	Pr	prepositus_nucleus	lh
1788	subcortex_lh_Nu5	subcortex	Nu5	motor_trigeminal_nucleus	lh
1789	subcortex_lh_Pr5	subcortex	Pr5	principal_trigeminal_nucleus	lh
1790	subcortex_lh_Sp5	subcortex	Sp5	spinal_trigeminal_nucleus	lh
1795	subcortex_lh_CuGr	subcortex	CuGr	cuneate_gracile_nuclei	lh
1796	subcortex_lh_obex	subcortex	obex	obex	lh
1797	subcortex_lh_Sol	subcortex	Sol	solitary_tract_nucleus	lh
1798	subcortex_lh_Nu10-12	subcortex	Nu10-12	visceral_motor_nuclei	lh
1801	subcortex_lh_Nu6	subcortex	Nu6	abducens_motor_nucleus	lh
1802	subcortex_lh_Nu7	subcortex	Nu7	facial_motor_nucleus	lh
1804	subcortex_lh_PCIRt	subcortex	PCIRt	parvicellular_and_intermediate_reticular_nuclei	lh
1805	subcortex_lh_DPGi	subcortex	DPGi	dorsal_paragigantocellular_reticular_nucleus	lh
1806	subcortex_lh_Gi	subcortex	Gi	gigantocellular_reticular_nucleus	lh
1807	subcortex_lh_MdRt	subcortex	MdRt	medullar_reticular_nucleus	lh
1809	subcortex_lh_RMg	subcortex	RMg	Raphe_magnus_nucleus	lh
1810	subcortex_lh_ROb	subcortex	ROb	Raphe_obscurus_nucleus	lh
1813	subcortex_lh_IO	subcortex	IO	inferior_olive	lh
1814	subcortex_lh_LRt	subcortex	LRt	lateral_reticular_nucleus	lh
1816	subcortex_lh_py	subcortex	py	pyramidal_tract	lh
1817	subcortex_lh_pyx	subcortex	pyx	pyramidal_tract_decussation	lh
1818	subcortex_lh_cst	subcortex	cst	corticospinal_tract	lh
